sqrts	xsec	
297.02	5.12219e-08	
297.118	5.11627e-08	
297.216	5.11035e-08	
297.314	5.10445e-08	
297.412	5.09855e-08	
297.51	5.09267e-08	
297.608	5.0868e-08	
297.706	5.08094e-08	
297.804	5.07509e-08	
297.902	5.06925e-08	
298	5.06342e-08	
298.098	5.05761e-08	
298.196	5.0518e-08	
298.294	5.04601e-08	
298.392	5.04022e-08	
298.49	5.03445e-08	
298.588	5.02869e-08	
298.686	5.02293e-08	
298.784	5.01719e-08	
298.882	5.01146e-08	
298.98	5.00574e-08	
299.078	5.00003e-08	
299.176	4.99434e-08	
299.274	4.98865e-08	
299.372	4.98297e-08	
299.47	4.97731e-08	
299.568	4.97165e-08	
299.666	4.966e-08	
299.764	4.96037e-08	
299.862	4.95474e-08	
299.96	4.94913e-08	
300.058	4.94353e-08	
300.156	4.93793e-08	
300.254	4.93235e-08	
300.352	4.92678e-08	
300.45	4.92121e-08	
300.548	4.91566e-08	
300.646	4.91012e-08	
300.744	4.90459e-08	
300.842	4.89906e-08	
300.94	4.89355e-08	
301.038	4.88805e-08	
301.136	4.88256e-08	
301.234	4.87708e-08	
301.332	4.87161e-08	
301.43	4.86615e-08	
301.528	4.86069e-08	
301.626	4.85525e-08	
301.724	4.84982e-08	
301.822	4.8444e-08	
301.92	4.83899e-08	
302.018	4.83359e-08	
302.116	4.82819e-08	
302.214	4.82281e-08	
302.312	4.81744e-08	
302.41	4.81208e-08	
302.508	4.80672e-08	
302.606	4.80138e-08	
302.704	4.79604e-08	
302.802	4.79072e-08	
302.9	4.78541e-08	
302.998	4.7801e-08	
303.096	4.77481e-08	
303.194	4.76952e-08	
303.292	4.76424e-08	
303.39	4.75898e-08	
303.488	4.75372e-08	
303.586	4.74847e-08	
303.684	4.74323e-08	
303.782	4.738e-08	
303.88	4.73278e-08	
303.978	4.72757e-08	
304.076	4.72237e-08	
304.174	4.71718e-08	
304.272	4.712e-08	
304.37	4.70683e-08	
304.468	4.70166e-08	
304.566	4.69651e-08	
304.664	4.69136e-08	
304.762	4.68623e-08	
304.86	4.6811e-08	
304.958	4.67598e-08	
305.056	4.67087e-08	
305.154	4.66577e-08	
